,name,indices,number_of_questions,is_human,gender
11577,Richard Riley,[71744],1,True,male
11578,Richard Rodgers,"[190916, 218437, 224845, 304594, 325666, 334520, 4134, 13771, 15793, 32941, 62055, 94508, 97465, 145882, 179315, 199293, 307772, 112474]",18,True,male
11579,Richard Roe,[102889],1,False,
11580,Richard Roundtree,"[112092, 147210, 190025]",3,True,male
11581,Richard Schiff,[164907],1,True,male
11582,Richard Sears,"[296059, 344114, 117150]",3,True,male
11583,Richard Sheridan,[7115],1,False,
11584,Richard Simmons,"[74925, 83844, 97498, 100538, 140227, 158537, 166958, 177546, 235770]",9,True,male
11585,Richard Speck,[5597],1,True,male
11586,Richard Starkey,"[49580, 158783, 105144, 147208]",4,True,male
11587,Richard Strauss,"[55218, 67681, 89264, 92403, 131511, 146919, 164200, 171681, 209514, 214088, 215710, 260977, 335734]",13,True,male
11588,Richard Thomas,"[97809, 143421]",2,True,male
11589,Richard Tyler,[171923],1,False,
11590,Richard Wagner,"[11761, 17033, 24003, 30008, 152652, 213362, 215708, 229799, 231898, 239039, 245051, 256757, 266208, 283584, 342161, 18988, 21350, 27187, 33102, 37509, 41642, 45978, 52355, 53871, 55515, 60558, 67149, 70301, 71018, 72587, 75579, 76520, 80671, 82921, 84600, 93900, 98637, 103714, 107988, 112759, 117526, 118124, 119621, 141166, 145776, 148906, 157206, 169657, 277338, 284710, 286316, 110034]",52,True,male
11591,Richard Widmark,[85473],1,True,male
11592,Richard Wilbur,[30117],1,True,male
11593,Richard Wright,"[236322, 249622, 266790, 349373, 34023, 69982, 79828, 82915, 104377, 112153, 120340, 138446, 160467, 172125, 195434, 199295, 251494, 261685, 305421, 327353]",20,True,male
11594,Richard Zanuck,[40945],1,True,male
11595,Richard the Lion,[220305],1,True,male
11596,Richard the Lion-Hearted,"[126858, 206733]",2,True,male
11597,Richard the Lionheart,"[55761, 57444, 92081, 204215, 299875, 324258]",6,True,male
11598,Richard the Lionheart Richard,"[20720, 283087]",2,True,male
11599,Richard the Lionhearted,"[103854, 338818, 26995, 33127, 54272, 54709, 66187, 79734, 86787, 104060, 115329, 158120, 183721, 208385, 218582, 224784, 230963, 269507, 334693, 88333]",20,True,male
11600,Richard the Lionhearted Richard,[68105],1,True,male
11601,Richie Sambora,[252395],1,True,male
11602,Rick,"[116864, 209340, 253893, 319478, 300677]",5,False,
11603,Rick Astley,"[344915, 303711, 328093]",3,True,male
11604,Rick Barry,[137218],1,True,male
11605,Rick Blaine,[88384],1,False,
11606,Rick Dees,[235535],1,True,male
11607,Rick Derringer,[171721],1,True,male
11608,Rick Fox,[236527],1,True,male
11609,Rick James,"[138001, 139945, 244938, 319155, 336674, 143790]",6,True,male
11610,Rick James Bond,[121674],1,False,
11611,Rick James Buchanan,[235608],1,True,male
11612,Rick James Michener,[349607],1,False,
11613,Rick Lazio,[120893],1,True,male
11614,Rick Moranis,"[34218, 65970, 102222, 121102]",4,True,male
11615,Rick Nelson,[121466],1,True,male
11616,Rick O'Shea,[344918],1,True,male
11617,Rick Perry,"[264094, 264573, 273594, 282464, 301134, 317886, 325747]",7,True,male
11618,Rick Santorum,"[304167, 63012]",2,True,male
11619,Rick Schroder,"[123214, 228037]",2,True,male
11620,Rick Springfield,"[104730, 122740, 171041, 201967]",4,True,male
11621,Rick Warren,"[184138, 209820, 304169, 325532, 336678]",5,True,male
11622,Rickey,[247305],1,False,
11623,Rickey Henderson,"[35846, 54622, 58983, 76127, 134569, 141882, 155924, 183948, 209783, 227858, 232335, 234483, 268115, 284667, 290473, 325417]",16,True,male
11624,Ricki Lake,"[67839, 74308, 105285, 115659, 140648, 175106, 334253, 345770]",8,True,female
11625,Ricki Lake Baikal,[154427],1,,
11626,Rickie Lee Jones,[4726],1,True,female
11627,Rickshaw,[65885],1,False,
11628,Ricky Bobby Jindal,[277134],1,False,
11629,Ricky Gervais,"[248059, 223201, 262666, 289627, 299604, 301482, 346458]",7,True,male
11630,Ricky Martin,"[101835, 105689, 114079, 114847, 119694, 122456, 145101, 155746, 159846, 173415, 179045, 208509, 294950]",13,True,male
11631,Ricky Martin Luther,[116209],1,True,male
11632,Ricky Martin Van Buren,[96104],1,False,
11633,Ricky Nelson,"[12015, 44672, 45825, 74954, 91982, 104269, 109048, 146313, 264922]",9,True,male
11634,Ricky Nelson Rockefeller,[99823],1,False,
11635,Ricky Ricardo,[168340],1,False,
11636,Ricky Schroder,"[92943, 96207]",2,True,male
11637,Ricky Williams,[102933],1,True,male
11638,Riddick Bowe,[75385],1,True,male
11639,Ridge,[125889],1,False,
11640,Ridgeback,[176804],1,False,
11641,Ridley Scott,"[90738, 113701, 152424, 198101, 242891, 315889, 340700]",7,True,male
11642,Riff Raff,[303540],1,True,male
11643,Riff-Raff,[278459],1,True,male
11644,Rift,[103851],1,False,
11645,Right,"[25582, 295197]",2,False,
11646,Riker,[120794],1,False,
11647,Rikki Tikki Tavi,[227357],1,False,
11648,Rikki-Tikki,[225798],1,False,
11649,Rikki-Tikki-Tavi,"[36126, 74986, 209246, 289774, 303252]",5,False,
11650,Rilo Kiley,[223427],1,False,
11651,Rin Tin Tin,"[4385, 15296, 53472, 93508, 126149, 175852, 187542, 212588, 289188, 296373, 308835]",11,False,male organism
11652,Ring Around,[151462],1,False,
11653,Ring Bearer,[66193],1,False,
11654,Ring Cycle,[201926],1,False,
11655,Ring Cycle\,[28029],1,False,
11656,Ring Lardner,"[138741, 174897, 244432]",3,True,male
11657,Ring Lardner Jr.,[31154],1,True,male
11658,Ring Nebula,"[118821, 138742]",2,False,
11659,Riot,"[152539, 247450]",2,False,
11660,Riot Girls,[77702],1,False,
11661,Rip,"[85595, 283051, 101399]",3,False,
11662,Rip Torn,"[83566, 71901]",2,True,male
11663,Rip Van Winkle,"[48867, 68405, 81037, 83916, 87552, 96984, 107235, 113581, 123826, 181318, 181897, 226798, 237054, 241762, 245250, 251988, 265587, 273431, 287445, 318825, 326694, 334403, 345537]",23,False,
11664,Ripley,"[128081, 251663, 265534]",3,False,
11665,Rita,[114696],1,False,
11666,Rita Coolidge,[121193],1,True,female
11667,Rita Hayworth,"[78428, 16866, 19698, 19996, 25397, 44055, 88267, 89313, 95246, 107126, 148181, 194170, 221772, 222028, 252435, 306233, 142049, 88053]",18,True,female
11668,Rita Marley,[277155],1,True,female
11669,Rita Marley's,[177287],1,True,female
11670,Rita Moreno,"[28971, 59875, 149340, 164851, 213928]",5,True,female
11671,Rita Wilson,[155515],1,True,female
11672,Ritchie Valens,"[224434, 60289, 67527, 87716, 96496, 111743, 123327, 155570, 280018, 296750]",10,True,male
11673,Ritchie Valens' La,[93144],1,True,male
11674,Rizzo,"[76512, 279631]",2,False,
11675,Roach Charo,[88837],1,False,
11676,Road,[132505],1,False,
11677,Road Runner,[250480],1,False,
11678,Roadie,"[66468, 169200]",2,False,
11679,Roald Amundsen,"[35242, 249806, 276158, 340445, 19428, 49109, 65105, 69876, 70479, 78226, 104493, 133308, 140988, 146438]",14,True,male
11680,Roald Dahl,"[294098, 297318, 312931, 41021, 68520, 80899, 91359, 102185, 132479, 173611, 177709, 201583, 210773, 213087, 226177, 247939, 254370, 266106, 279573, 304574, 324748, 348882]",22,True,male
11681,Roarke,[101350],1,False,
11682,Rob Gronkowski,[333763],1,True,male
11683,Rob Lowe,"[343622, 107826, 162538, 213847, 220749, 252439, 276226, 281014]",8,True,male
11684,Rob Reiner,"[20338, 26612, 30369, 41373, 97365, 149909, 268492, 337345]",8,True,male
11685,Rob Roy,"[56250, 94777, 97738, 119623, 130182, 141998, 165427, 171222, 191441, 206367, 286589, 300190, 337278, 340341, 60032, 82345, 314272]",17,False,
11686,Rob Roy MacGregor,[46962],1,True,male
11687,Rob Schneider,"[331350, 106309, 191101]",3,True,male
11688,Rob Zombie,"[178935, 249160]",2,True,male
11689,Robbie,[326830],1,False,
11690,Robbie Burns,[130878],1,True,male
11691,Robbie Williams,[110314],1,True,male
11692,Robby,"[196539, 277383]",2,False,
11693,Robby Burns,"[136968, 174517]",2,True,male
11694,Robby the Robot,"[26584, 114448, 124335]",3,False,male
11695,Robert,"[3655, 30238, 42909, 236079, 253181, 258824, 261681, 310239, 347057]",9,False,
11696,Robert & Elizabeth Barrett Browning,[57859],1,True,male
11697,Robert Altman,"[60734, 187807, 8099, 63904, 92316, 107945, 227439]",7,True,male
11698,Robert Atkins,"[202740, 300048, 152496, 111120]",4,True,male
11699,Robert B. Parker,"[243443, 259026, 117159, 152381]",4,True,male
11700,Robert Baden-Powell,"[71677, 77030, 271543, 58608, 107318]",5,True,male
11701,Robert Ballard,[295086],1,True,male
11702,Robert Benchley,"[24022, 86892, 128000]",3,True,male
11703,Robert Blake,[89301],1,True,male
11704,Robert Bly,[72355],1,True,male
11705,Robert Bob Hawke,[30938],1,True,male
11706,Robert Bork,"[153202, 113423, 56039, 63174, 72838, 86893, 146400, 204883]",8,True,male
11707,Robert Boyle,"[133821, 313523, 13095, 40439]",4,True,male
11708,Robert Bradley,[164441],1,False,
11709,Robert Brown,"[203573, 178997]",2,False,
11710,Robert Browning,"[15100, 164718, 171723, 275447, 12589, 26924, 23052, 38368, 44514, 45630, 58339, 60549, 63193, 65219, 78260, 92792, 111682, 122733, 140872, 149816, 161234, 175968, 176827, 191130, 192448, 211002, 219816, 222989, 228368, 232716, 234042, 234835, 244433, 254304, 278920, 323966, 342598, 272426]",38,True,male
11711,Robert Bruce,[14998],1,True,male
11712,Robert Bunsen,"[23501, 47528, 61287, 152168, 157453, 184159, 207683, 251819, 276089, 7498, 32113, 56714, 72165, 103338, 125546, 128168, 145098]",17,True,male
11713,Robert Burns,"[22711, 219814, 336203, 3012, 10992, 12277, 19662, 25918, 29490, 32101, 34010, 36568, 40976, 41409, 45771, 49310, 51205, 52333, 56486, 61261, 62115, 63615, 66478, 81576, 87645, 88118, 97213, 106116, 109114, 115501, 125185, 139436, 155600, 186462, 197982, 240532, 244772, 246280, 254139, 265719, 271967, 280168, 344700, 330202]",44,True,male
11714,Robert Byrd,"[40386, 128525, 239945, 341447, 333077, 41759, 53270, 53926, 76144, 104667, 116559, 148621, 157595, 160891, 180436, 258492, 135431]",17,True,male
11715,Robert C. Atkins,[161984],1,True,male
11716,Robert C. Byrd,[297621],1,True,male
11717,Robert Campeau,[35765],1,True,male
11718,Robert Cassatt,[305122],1,True,female
11719,Robert Clive,"[109727, 173188]",2,True,male
11720,Robert Conrad,[79955],1,True,male
11721,Robert Creeley,[153245],1,True,male
11722,Robert Crumb,"[80098, 156385, 332958]",3,True,male
11723,Robert De Niro,"[219680, 221683, 262584, 272751, 193536, 213366, 28689, 29808, 65463, 78747, 87719, 96586, 96945, 105430, 116899, 125582, 128274, 142329, 160133, 173333, 207488, 244909, 245085, 294757, 334993]",25,True,male
11724,Robert De Niro Al Pacino Michael V. Gazzo &,[80224],1,False,male
11725,Robert Dole,"[279753, 23034, 26321, 58410]",4,True,male
11726,Robert Downey Jr.,"[114743, 229230, 247041, 252572, 305951, 314321, 335125, 120978, 148445, 204824, 225374, 250862, 268337, 273749, 281615, 286434, 294654]",17,True,male
11727,Robert Downey Sr.,[105628],1,True,male
11728,Robert Duvall,"[162541, 27785, 125838, 133192, 162103, 222629, 249650, 293827, 307213]",9,True,male
11729,Robert E. Lee,"[50006, 197629, 217510, 225439, 243911, 247817, 257805, 277989, 296348, 172, 7879, 11534, 20233, 25019, 36369, 44736, 53469, 61411, 64313, 65631, 67628, 70070, 70582, 72560, 75959, 77550, 78735, 80468, 84606, 88576, 92680, 93107, 97295, 100761, 103760, 111215, 114592, 125272, 133259, 133878, 142073, 144451, 148711, 157446, 159842, 165752, 172153, 185417, 193499, 210050, 216040, 225950, 226324, 233057, 253727, 266115, 269482, 274933, 309401, 314120, 315783, 320204, 322559, 332632, 340697, 224852, 345955]",67,True,male
11730,Robert E. Lee Iacocca,[192600],1,True,male
11731,Robert E. Lee Majors,[116211],1,True,male
11732,Robert Englund,[46008],1,True,male
11733,Robert Evans,[104942],1,True,male
11734,Robert F. Kennedy,"[84163, 30375, 40456, 68219, 75375, 75957, 98137, 126477, 160519, 255261, 286340, 72695, 15898]",13,True,male
11735,Robert F. Kennedy Jr.,[88753],1,True,male
11736,Robert F. Scott,[211080],1,True,male
11737,Robert Falcon Scott,"[257897, 153907, 161370, 279451, 285841, 292412, 314154, 56966]",8,True,male
11738,Robert Ford,"[217984, 13808, 204426, 229071, 270693, 274442]",6,True,male
11739,Robert Francis Kennedy,"[306806, 11239]",2,True,male
11740,Robert Frost,"[50107, 89160, 211919, 227224, 242775, 249924, 293916, 309266, 330200, 336200, 342785, 345504, 2041, 3970, 24445, 29607, 30653, 33008, 34106, 36757, 39841, 40153, 49727, 51829, 58712, 59257, 63617, 67862, 70064, 75703, 83271, 86610, 87644, 88179, 93947, 94550, 98748, 108989, 110889, 117368, 120115, 121725, 123565, 126227, 136142, 136967, 148772, 154434, 156098, 157508, 159238, 171692, 173653, 187923, 192445, 194824, 197983, 215874, 217133, 219143, 225820, 232086, 254175, 269307, 274764, 277499, 290237, 296858, 308406, 313532, 319584, 321855, 323249, 346443, 153245, 179259, 301377]",77,True,male
11741,Robert Frostbite,"[147107, 224896]",2,False,
11742,Robert Fulghum,"[66243, 83416]",2,True,male
11743,Robert Fulton,"[30083, 53212, 59792, 137250, 179416, 207375, 227846, 274052, 302637, 312574, 6191, 31916, 38684, 44241, 52118, 75397, 84816, 91032, 92870, 103060, 111833, 152944, 205491, 209335, 251412, 267826, 286896, 290334, 80807]",29,True,male
11744,Robert Gates,"[221437, 224405, 262785, 289190, 235550, 272133]",6,True,male
11745,Robert Goddard,"[10568, 47013, 130974, 136349, 150939, 182041, 214884, 244658, 306001, 307264, 331236, 43355, 44249, 66111, 71658, 74609, 85315, 88683, 95927, 113731, 133178, 167811, 187486, 199784, 247679, 267354, 274240, 338082]",28,True,male
11746,Robert Graves,"[36944, 47389, 20602, 71927, 103199, 109974, 126291, 147796, 183210]",9,True,male
11747,Robert Griffin III,"[285309, 269659, 306594, 344080]",4,True,male
11748,Robert Guillaume,"[37029, 85820]",2,True,male
11749,Robert Hall,[14234],1,False,
11750,Robert Harper,[304757],1,False,
11751,Robert Heinlein,"[262793, 272566, 317972, 68587, 131734, 146542, 159878, 182073, 298071, 308853, 93278]",11,True,male
11752,Robert Howard,[172156],1,False,
11753,Robert Indiana,[343759],1,True,male
11754,Robert Ironside,[64718],1,False,
11755,Robert James Waller,"[251495, 60398, 64682, 72603, 105327, 55539, 143962]",7,True,male
11756,Robert Jarvik,"[149902, 181989]",2,True,male
11757,Robert Jenkins,"[118836, 261915]",2,True,male
11758,Robert Joffrey,"[246668, 12321, 19004, 36718, 317548]",5,True,male
11759,Robert Johnson,"[87604, 150494, 206359, 214596, 252096]",5,True,male
11760,Robert Jordan,[277327],1,True,male
11761,Robert Kennedy,"[309788, 95593, 196225, 276212, 293511, 346201, 19123, 47066, 55730, 58768, 83630, 131676, 152876, 166429, 172152, 291094, 291770, 317888, 349399, 7918]",20,True,male
11762,Robert Kerrey,[106482],1,True,male
11763,Robert Klein,[165332],1,True,male
11764,Robert La Follette,"[56281, 59018]",2,True,male
11765,Robert LaFollette,[29671],1,True,male
11766,Robert Langdon,"[256193, 331997, 210691, 347701]",4,False,male
11767,Robert Lawrence Stine,[201582],1,True,male
11768,Robert Lincoln,"[19737, 35304, 68826]",3,True,male
11769,Robert Lopez,[325667],1,True,male
11770,Robert Louis Balfour Stevenson,[20508],1,True,male
11771,Robert Louis Stevenson,"[60164, 97014, 162629, 163648, 229893, 260484, 270891, 348110, 117417, 16452, 18417, 25885, 29372, 37812, 41879, 47326, 50946, 57726, 66600, 67811, 70645, 76998, 85152, 85239, 87875, 90465, 92314, 97963, 107793, 109116, 120669, 135376, 143279, 150485, 158182, 168907, 173532, 177028, 189121, 197630, 207267, 212655, 217976, 226340, 231709, 234575, 240921, 248589, 257048, 261171, 273325, 274828, 276585, 276816, 284455, 286458, 297946, 304485, 309149, 330662, 342070]",61,True,male
11772,Robert Lowell,[126229],1,True,male
11773,Robert Lowell Jr.,[232087],1,True,male
11774,Robert Ludlum,"[135935, 269385, 283140, 300296, 345056, 6494, 32873, 66906, 71819, 77127, 110710, 141304, 176073, 189293, 217923, 220741, 249119, 311457, 315485]",19,True,male
11775,Robert MacNeil,[69460],1,True,male
11776,Robert Mapplethorpe,"[227540, 71130]",2,True,male
11777,Robert Mardian,[218521],1,True,male
11778,Robert Maxwell,[72041],1,True,male
11779,Robert McFarlane,[42106],1,True,male
11780,Robert McNamara,"[30179, 240385, 249108, 276110, 4855, 13632, 24019, 109968, 153912, 162354]",10,True,male
11781,Robert Merrill,"[172418, 7426]",2,True,male
11782,Robert Mitchum,"[81780, 83709, 156547]",3,True,male
11783,Robert Mondavi,"[191415, 124242, 224734, 314237]",4,True,male
11784,Robert Montgomery,[16803],1,True,male
11785,Robert Moog,"[126853, 231886]",2,True,male
11786,Robert Moog Moog,[124237],1,True,male
11787,Robert Morgenthau,[191133],1,True,male
11788,Robert Morris,"[145366, 185650]",2,True,male
11789,Robert Morse,"[36569, 126332]",2,True,male
11790,Robert Moses,[191085],1,True,male
11791,Robert Motherwell,[36177],1,True,male
11792,Robert Mueller,"[344036, 262787]",2,True,male
11793,Robert Mugabe,"[113572, 148623, 216085]",3,True,male
11794,Robert Mutt Lange,[175310],1,True,male
11795,Robert Novak,[76234],1,True,male
11796,Robert Oppenheimer,"[135255, 169265, 294526, 24021, 91441, 262033, 299484]",7,True,male
11797,Robert Osborne,[336259],1,True,male
11798,Robert Packwood,"[52953, 63826]",2,True,male
11799,Robert Palmer,"[91164, 120443, 336540]",3,True,male
11800,Robert Parker,"[291122, 58714, 87539, 150762, 309826]",5,True,male
11801,Robert Patrick,[120979],1,True,male
11802,Robert Pattinson,"[315306, 228717, 253156, 276644]",4,True,male
11803,Robert Peary,"[28129, 51580, 53208, 156474, 234224, 33274, 4737, 36605, 56890, 73179, 140931, 149436, 182164, 251342, 284591]",15,True,male
11804,Robert Peel,"[44571, 92372, 231983]",3,True,male
11805,Robert Penn Warren,"[173655, 153245, 23847, 36168, 45693, 59259, 61017, 63021, 90936, 108117, 173015, 178309, 238755]",13,True,male
11806,Robert Plant,[63230],1,True,male
11807,Robert Redford,"[266452, 320103, 17820, 23243, 36142, 55313, 57822, 72496, 94097, 94979, 98101, 104439, 105765, 116724, 119969, 126170, 126610, 141997, 148178, 148251, 157390, 158433, 161554, 179047, 195355, 233899, 241214, 245945, 255970, 269419, 284770, 310666]",32,True,male
11808,Robert Redford &,[37694],1,True,male
11809,Robert Reed,"[124017, 131226, 33310, 69541, 299948]",5,True,male
11810,Robert Ripley,"[54872, 301075, 74073, 75296, 150658]",5,True,male
11811,Robert Ripley Believe,[11083],1,False,
11812,Robert Rodriguez,"[252434, 266727]",2,True,male
11813,Robert S. McNamara,[184144],1,True,male
11814,Robert Schuller,"[220808, 76231, 146229]",3,True,male
11815,Robert Schumann,"[172155, 255027, 29239, 57712, 200027, 315557]",6,True,male
11816,Robert Scott,"[168804, 78229, 84583, 110205, 113362, 121948, 184168, 191747, 225364]",9,True,male
11817,Robert Scott & Roald Amundsen,[216865],1,False,
11818,Robert Service,[174199],1,False,
11819,Robert Shaw,"[66704, 180087, 2023, 120704]",4,True,male
11820,Robert Southey,[274176],1,True,male
11821,Robert Stack,[32604],1,True,male
11822,Robert Strange McNamara,[126773],1,True,male
11823,Robert Stroud,"[217019, 291093]",2,True,male
11824,Robert Taft,"[1985, 41867, 41958, 58216, 72350, 130113, 149078, 159215, 203101, 30829]",10,True,male
11825,Robert Taft &,[145178],1,True,male
11826,Robert Taylor,[29075],1,False,
11827,Robert Todd Lincoln,"[78555, 102950, 124641, 221778, 255714]",5,True,male
11828,Robert Towne,"[176405, 265970]",2,True,male
11829,Robert Urich,"[39883, 79071, 89298, 112714, 215897, 222795, 252832]",7,True,male
11830,Robert Vaughn,"[72178, 86890, 110777]",3,True,male
11831,Robert Vesco,"[10099, 13066]",2,True,male
11832,Robert Wagner,"[2818, 13519, 84827, 237445]",4,True,male
11833,Robert Walker,[174800],1,False,
11834,Robert Walpole,[158496],1,True,male
11835,Robert Williamson,[129745],1,False,
11836,Robert Wise,"[191132, 241079]",2,True,male
11837,Robert Wuhl,[245948],1,True,male
11838,Robert Young,"[150418, 20319, 68402, 86129, 86891, 127013, 166172, 245946, 256372]",9,True,male
11839,Robert Zemeckis,"[62102, 108968]",2,True,male
11840,Robert de Niro,[307827],1,True,male
11841,Robert the Bruce,"[44940, 16798, 17593, 34163, 84223, 86894, 119863, 120218, 154354, 162046, 168348, 175054, 197150, 200457, 218861, 253417, 270668, 288222, 324266, 329069, 339950]",21,True,male
11842,Robert the Bruce Willis,[150678],1,False,
11843,Robert the Bruce/1st,[121049],1,True,male
11844,Roberta Flack,"[33358, 82569, 154319, 204466]",4,True,female
11845,Roberta Frost,[333233],1,False,
11846,Roberto Benigni,"[105169, 119803]",2,True,male
11847,Roberto Benigni Life Is Beautiful,[100990],1,False,
11848,Roberto Clemente,"[166897, 251667, 330864, 73807, 112430, 113850, 143873, 192869, 216201, 277528]",10,True,male
11849,Roberto Duran,"[234854, 224186]",2,True,male
11850,Roberto Rossellini,"[236696, 68634, 69853]",3,True,male
11851,Roberts,"[183357, 124269, 139116, 159445, 201540, 239456, 11399, 29433, 59115, 172258, 175481, 199111, 221079, 226888, 275068]",15,False,
11852,Robertson,"[4902, 59012, 84139, 93822, 140232, 162076]",6,False,
11853,Robespierre,"[7072, 36964, 41175, 45569, 71334, 92604, 99856, 107549, 112141, 113925, 119711, 142809, 159390, 159785, 186041, 218682, 247257, 283497, 298875, 307859, 313107, 335995, 343387]",23,True,male
11854,Robin,"[115900, 345524, 41245, 163634, 181696, 214987, 34419, 89402, 91827, 114990, 134193, 138124, 170780, 170782, 295464, 306754, 348063, 127844, 148963, 188961]",20,False,
11855,Robin Banks,[252008],1,True,male
11856,Robin Batman,[202372],1,False,male
11857,Robin Cook,"[61460, 77598, 87357, 103360, 139875, 185582, 193328, 222951, 337119]",9,True,male
11858,Robin Gibb,[103358],1,True,male
11859,Robin Givens,"[26807, 211712]",2,True,female
11860,Robin Goodfellow,"[88468, 112995, 186024]",3,False,male
11861,Robin Hood,"[12434, 2164, 8167, 9743, 16133, 25202, 42198, 74782, 77054, 88618, 103357, 109167, 110630, 121347, 137790, 147497, 151076, 163402, 179715, 183719, 188046, 188318, 201094, 205550, 207839, 208828, 223223, 229595, 249935, 258886, 283085, 309146, 335993, 340643, 348736, 195867, 4409]",37,False,male
11862,Robin Hood Prince,"[97854, 121017]",2,False,
11863,Robin Leach,"[47198, 95421]",2,True,male
11864,Robin Roberts,"[94057, 259765, 298400, 307594]",4,True,female
11865,Robin Thicke,"[279151, 291643]",2,True,male
11866,Robin Williams,"[52081, 65461, 68099, 76276, 78518, 99512, 103356, 109238, 117070, 123921, 131128, 136392, 139262, 143142, 173251, 174458, 180662, 191930, 199338, 214037, 230012, 266310, 272212, 279899, 291525, 304359, 325551, 330689, 334996, 344317, 348719]",31,True,male
11867,Robin Wright,"[103359, 222483, 298207, 274341, 281211]",5,True,female
11868,Robin Yount,[112228],1,True,male
11869,Robin\,"[9711, 51022, 102888, 124138, 165847, 167378]",6,False,
11870,Robinson,"[23733, 48303, 84567, 113556, 146773, 190607, 212502, 298080, 344786, 114090, 147910, 251571, 259615]",13,False,
11871,Robinson Crusoe,"[348652, 18630, 23427, 24195, 30467, 45915, 46279, 47571, 49675, 52430, 53277, 65090, 66655, 78102, 91101, 95288, 108185, 110291, 120170, 139715, 160593, 163076, 166934, 169556, 182024, 185002, 186392, 189875, 197968, 200232, 200645, 223070, 227414, 228383, 241031, 251635, 256550, 260554, 269793, 275904, 279964, 287302, 293387, 298043, 303476, 308633, 313731, 319823, 327167, 334114, 337650, 344111]",52,False,
11872,Robot,"[311691, 316474, 319958, 333827]",4,False,
11873,Robusta,[313004],1,False,
11874,Robyn Smith,"[268, 29260]",2,True,female
11875,Rochester,[26113],1,False,
11876,Rochester Anderson,[98832],1,True,male
11877,Rock Hudson,"[330099, 20297, 60926, 62640, 82286, 114864, 122176, 139844, 154775, 174606, 233653, 249530]",12,True,male
11878,Rocket J. Squirrel,[3499],1,False,male
11879,Rockin,"[24638, 178003]",2,False,
11880,Rockwell Kent,[123492],1,True,male
11881,Rocky Balboa,"[340955, 3498, 107899, 127800, 284529]",5,False,male
11882,Rocky Graziano,"[331, 74141, 119058, 127802]",4,True,male
11883,Rocky Horror Picture Show,"[108798, 254088, 285571, 234279]",4,False,
11884,Rocky Marciano,"[188992, 323112, 12719, 20354, 39345, 64019, 81608, 97426, 116466, 133061, 159409, 163259, 185470, 336699]",14,True,male
11885,Rocky Marciano Floyd Patterson &,[6511],1,True,male
11886,Rocky Mountains,"[70976, 72769, 88023, 96901, 128236, 289056]",6,False,
11887,Rocky Road,"[86294, 184335, 223970, 275512]",4,False,
11888,Rocky The Flying Squirrel,[74226],1,False,male
11889,Rocky Top,"[179400, 74140]",2,False,
11890,Rocky V,[117451],1,False,
11891,Rod Carew,"[7516, 108908, 277698]",3,True,male
11892,Rod Laver,"[34969, 40597, 91708, 150018, 212386, 224862, 240822]",7,True,male
11893,Rod McKuen,[172274],1,True,male
11894,Rod Serling,"[303060, 37590, 44973, 51818, 53229, 54376, 72054, 77581, 80337, 101470, 113337, 123552, 172272, 336457]",14,True,male
11895,Rod Steiger,[292859],1,True,male
11896,Rod Stewart,"[303035, 71380, 51325, 74952, 78581, 83117, 131537, 189114, 225164, 230998, 235536, 246590, 274876]",13,True,male
11897,Rodeo Drive,"[39026, 68907, 82640, 90584, 127184, 197704, 224529]",7,False,
11898,Roderick Usher,[172275],1,False,
11899,Rodgers,"[62121, 246482, 266775]",3,True,male
11900,Rodham,[205117],1,True,female
11901,Rodin,[164456],1,True,male
11902,Rodin The Burghers,[68529],1,False,
11903,Rodney,[105791],1,False,
11904,Rodney Dangerfield,"[204770, 279434, 10137, 47254, 74127, 103166, 143354, 154905, 228303, 230013, 266067, 271141, 289293, 311659]",14,True,male
11905,Rodney King,"[81831, 99808, 122222, 160884, 202314, 243341, 278872]",7,True,male
11906,Rodolfo,"[138728, 180309]",2,False,
11907,Roentgen,"[93457, 161472, 201999]",3,False,
11908,Roger,"[55929, 128756, 288202, 232859, 259538, 290178, 301220, 320974, 121851, 182944, 146382]",11,False,
11909,Roger Ailes,"[172812, 321098]",2,True,male
11910,Roger B. Taney,"[168970, 235925]",2,True,male
11911,Roger Bacon,"[11234, 34385, 71854, 94778, 137474, 209907, 200086]",7,True,male
11912,Roger Bannister,"[136443, 325420, 343757, 159631, 67960, 85019, 92711, 101674, 118129, 134959, 156672, 172810, 175369, 203812, 215119, 227331, 258777, 308325]",18,True,male
11913,Roger Brooke Taney,[179613],1,True,male
11914,Roger C. Carmel,[21188],1,True,male
11915,Roger Chaffee,"[179509, 162550, 209908]",3,True,male
11916,Roger Clemens,"[17626, 67958, 92073, 102418, 141883, 151028, 211283, 220377, 281383, 301649]",10,True,male
11917,Roger Clinton,[94776],1,True,male
11918,Roger Corman,"[104295, 154543, 279101, 324241]",4,True,male
11919,Roger Craig,[28873],1,True,male
11920,Roger Daltrey,"[321000, 235966, 339413]",3,True,male
11921,Roger Dodger,[23359],1,False,
11922,Roger Ebert,"[137254, 191426, 279369, 85346, 1403, 67957, 77890, 94774, 102435, 111814, 307592, 325421, 344360]",13,True,male
11923,Roger Federer,"[194616, 205484, 275414, 297183, 174969, 204193, 241559, 249730]",8,True,male
11924,Roger Goodell,"[251792, 305848, 297958]",3,True,male
11925,Roger Healey,[103844],1,False,
11926,Roger Mahony,[158934],1,True,male
